,600820.SH:207000,000541.SZ:89850,600256.SH:13000,000027.SZ:30000,002939.SZ:500,601577.SH:1000,601138.SH:500,total 
20070326,9.44,17.64,10.89,13.02,9.09,11.51,19.83,4097174.0
20070323,9.15,16.93,10.89,12.8,9.09,11.51,19.83,3966750.5
20070322,9.0,16.76,10.89,12.75,9.09,11.51,19.83,3918926.0
20070321,9.09,16.7,10.89,12.84,9.09,11.51,19.83,3934865.0
20070320,8.53,16.82,10.89,12.8,9.09,11.51,19.83,3828527.0
20070319,8.37,16.06,10.89,12.95,9.09,11.51,19.83,3731621.0
20070316,8.35,15.69,10.89,12.17,9.09,11.51,19.83,3670836.5
20070315,8.64,16.22,10.89,11.65,9.09,11.51,19.83,3762887.0
20070314,8.52,16.3,10.89,11.4,9.09,11.51,19.83,3737735.0
20070313,8.87,15.3,9.9,11.7,9.09,11.51,19.83,3716465.0
20070312,8.81,15.14,9.14,11.3,9.09,11.51,19.83,3667789.0
20070309,8.87,15.05,9.03,11.43,9.09,11.51,19.83,3674592.5
20070308,9.19,14.87,8.72,11.7,9.09,11.51,19.83,3728729.5
20070307,8.88,13.77,8.26,11.45,9.09,11.51,19.83,3552244.5
20070306,8.55,13.49,8.04,11.15,9.09,11.51,19.83,3446916.5
20070305,8.4,13.5,8.15,11.14,9.09,11.51,19.83,3417895.0
20070302,8.34,13.22,8.02,11.08,9.09,11.51,19.83,3376827.0
20070301,8.15,13.1,8.03,10.89,9.09,11.51,19.83,3321145.0
20070228,8.81,13.52,8.27,11.53,9.09,11.51,19.83,3517822.0
20070227,8.64,13.17,7.7,11.05,9.09,11.51,19.83,3429374.5
20070226,9.6,14.63,8.56,12.28,9.09,11.51,19.83,3807355.5
20070216,9.5,14.51,8.0,12.02,9.09,11.51,19.83,3760793.5
20070215,9.32,13.66,8.15,11.77,9.09,11.51,19.83,3641611.0
20070214,9.11,13.5,7.61,11.57,9.09,11.51,19.83,3570745.0
20070213,9.1,12.85,7.23,11.24,9.09,11.51,19.83,3495432.5
20070212,9.2,12.85,6.79,10.5,9.09,11.51,19.83,3488212.5
20070209,9.0,12.68,6.74,10.39,9.09,11.51,19.83,3427588.0
20070208,9.17,12.34,6.65,10.18,9.09,11.51,19.83,3424759.0
20070207,9.15,12.08,6.62,9.25,9.09,11.51,19.83,3368968.0
20070206,8.46,12.0,6.36,9.24,9.09,11.51,19.83,3215270.0
20070205,8.09,11.57,6.2,9.12,9.09,11.51,19.83,3094364.5
20070202,7.93,11.45,6.17,9.3,9.09,11.51,19.83,3055472.5
20070201,8.09,11.68,6.19,9.66,9.09,11.51,19.83,3120318.0
20070131,7.35,11.88,6.18,9.7,9.09,11.51,19.83,2986178.0
20070130,7.89,12.67,6.6,10.1,9.09,11.51,19.83,3186399.5
20070129,8.17,12.78,6.67,10.09,9.09,11.51,19.83,3254853.0
20070126,7.89,12.24,6.46,9.9,9.09,11.51,19.83,3139944.0
20070125,7.93,12.21,6.56,9.93,9.09,11.51,19.83,3147728.5
20070124,8.29,12.95,7.01,10.32,9.09,11.51,19.83,3306287.5
20070123,8.3,13.1,6.73,10.27,9.09,11.51,19.83,3316695.0
20070122,7.56,12.42,6.83,10.37,9.09,11.51,19.83,3106717.0
20070119,7.2,12.19,6.71,9.88,9.09,11.51,19.83,2995271.5
20070118,6.99,11.45,6.39,9.38,9.09,11.51,19.83,2866152.5
20070117,6.52,11.3,6.26,9.5,9.09,11.51,19.83,2757295.0
20070116,6.73,11.8,6.56,9.42,9.09,11.51,19.83,2847190.0
20070115,6.13,11.54,6.35,9.5,9.09,11.51,19.83,2699299.0
20070112,5.88,10.7,5.92,8.94,9.09,11.51,19.83,2549685.0
20070111,5.94,11.3,6.13,9.6,9.09,11.51,19.83,2638545.0
20070110,5.76,10.86,6.35,9.66,9.09,11.51,19.83,2566411.0
20070109,5.47,10.56,6.17,9.49,9.09,11.51,19.83,2471986.0
20070108,5.43,10.65,6.15,9.51,9.09,11.51,19.83,2472132.5
20070105,5.24,9.92,5.65,9.0,9.09,11.51,19.83,2345412.0
20070104,5.0,9.55,5.49,8.4,9.09,11.51,19.83,2242407.5
20061229,4.99,9.43,5.58,8.33,9.09,11.51,19.83,2228625.5
20061228,4.88,9.35,5.46,8.26,9.09,11.51,19.83,2195007.5
20061227,4.98,9.48,5.5,8.42,9.09,11.51,19.83,2232708.0
20061226,4.93,9.46,5.36,8.31,9.09,11.51,19.83,2215441.0
20061225,5.05,9.44,5.48,8.56,9.09,11.51,19.83,2247544.0
20061222,5.03,9.45,5.31,8.56,9.09,11.51,19.83,2242092.5
20061221,5.15,9.58,5.39,8.66,9.09,11.51,19.83,2282653.0
20061220,5.22,9.64,5.38,8.58,9.09,11.51,19.83,2300004.0
20061219,5.16,9.46,5.31,8.28,9.09,11.51,19.83,2261501.0
20061218,5.19,9.56,5.4,8.19,9.09,11.51,19.83,2275166.0
20061215,5.2,9.5,5.41,8.19,9.09,11.51,19.83,2271975.0
20061214,5.11,9.48,5.4,8.1,9.09,11.51,19.83,2248718.0
20061213,5.04,9.43,5.26,7.84,9.09,11.51,19.83,2220115.5
20061212,4.85,9.38,5.21,7.86,9.09,11.51,19.83,2176243.0
20061211,4.9,9.37,5.27,7.97,9.09,11.51,19.83,2189774.5
20061208,4.75,9.21,5.09,7.74,9.09,11.51,19.83,2135108.5
20061207,5.05,9.47,5.32,8.13,9.09,11.51,19.83,2235259.5
20061206,4.9,9.58,5.44,8.12,9.09,11.51,19.83,2215353.0
20061205,5.07,9.81,5.72,8.3,9.09,11.51,19.83,2280248.5
20061204,4.97,9.99,5.59,8.53,9.09,11.51,19.83,2280931.5
20061201,4.66,9.9,5.58,7.75,9.09,11.51,19.83,2185145.0
20061130,4.74,9.72,5.68,7.69,9.09,11.51,19.83,2185032.0
20061129,4.66,9.58,5.69,7.68,9.09,11.51,19.83,2155723.0
20061128,4.64,9.62,5.65,7.7,9.09,11.51,19.83,2155257.0
20061127,4.74,9.69,5.64,7.67,9.09,11.51,19.83,2181216.5
20061124,4.62,9.66,5.46,7.41,9.09,11.51,19.83,2143541.0
20061123,4.64,9.38,5.5,7.48,9.09,11.51,19.83,2125143.0
20061122,4.49,9.44,5.41,7.46,9.09,11.51,19.83,2097714.0
20061121,4.3,9.39,5.44,7.4,9.09,11.51,19.83,2052481.5
20061120,4.33,9.38,5.24,7.38,9.09,11.51,19.83,2054593.0
20061117,4.32,9.44,5.24,7.28,9.09,11.51,19.83,2054914.0
20061116,4.25,9.43,5.16,7.11,9.09,11.51,19.83,2033385.5
20061115,4.3,9.59,5.29,7.15,9.09,11.51,19.83,2061001.5
20061114,4.25,9.34,5.13,7.05,9.09,11.51,19.83,2023109.0
20061113,4.16,9.35,5.14,6.98,9.09,11.51,19.83,2003407.5
20061110,4.28,9.14,5.24,7.24,9.09,11.51,19.83,2018479.0
20061109,4.41,8.96,5.21,7.44,9.09,11.51,19.83,2034826.0
20061108,4.41,8.87,5.18,7.48,9.09,11.51,19.83,2027549.5
20061107,4.54,9.0,5.3,7.56,9.09,11.51,19.83,2070100.0
20061106,4.62,9.0,5.12,7.46,9.09,11.51,19.83,2081320.0
20061103,4.48,9.01,5.19,7.39,9.09,11.51,19.83,2052048.5
20061102,4.51,9.05,5.1,7.46,9.09,11.51,19.83,2062782.5
20061101,4.56,9.1,5.07,7.21,9.09,11.51,19.83,2069735.0
20061031,4.38,8.87,5.04,7.16,9.09,11.51,19.83,2009919.5
20061030,4.35,8.78,4.95,6.91,9.09,11.51,19.83,1986953.0
20061027,4.27,8.8,4.96,6.85,9.09,11.51,19.83,1970520.0
20061026,4.35,8.77,5.07,6.9,9.09,11.51,19.83,1987314.5
20061025,4.08,8.83,5.09,6.96,9.09,11.51,19.83,1938875.5
20061024,4.14,8.94,5.18,7.0,9.09,11.51,19.83,1963549.0
20061023,4.05,8.71,5.06,6.9,9.09,11.51,19.83,1919693.5
20061020,4.16,8.9,5.22,7.11,9.09,11.51,19.83,1967915.0
20061019,4.27,8.96,5.28,7.25,9.09,11.51,19.83,2001056.0
20061018,4.32,9.02,5.36,7.2,9.09,11.51,19.83,2016337.0
20061017,4.32,8.91,5.34,7.02,9.09,11.51,19.83,2000793.5
20061016,4.26,8.95,5.24,7.0,9.09,11.51,19.83,1990067.5
20061013,4.22,8.93,5.33,7.04,9.09,11.51,19.83,1982360.5
20061011,4.3,9.05,5.09,6.95,9.09,11.51,19.83,2003882.5
20061010,4.3,9.0,5.11,7.0,9.09,11.51,19.83,2001150.0
20061009,4.17,8.92,5.18,7.09,9.09,11.51,19.83,1970662.0
20060929,4.09,8.83,5.18,6.99,9.09,11.51,19.83,1943015.5
20060928,4.05,8.8,5.17,6.95,9.09,11.51,19.83,1930710.0
20060927,4.03,8.8,5.11,6.8,9.09,11.51,19.83,1921290.0
20060926,4.04,8.67,5.02,6.79,9.09,11.51,19.83,1910209.5
20060925,3.97,8.73,4.96,6.79,9.09,11.51,19.83,1900330.5
20060922,4.03,8.83,5.06,6.85,9.09,11.51,19.83,1924835.5
20060921,4.12,8.93,5.18,6.98,9.09,11.51,19.83,1957910.5
20060920,4.01,8.84,5.17,6.97,9.09,11.51,19.83,1926624.0
20060919,4.04,8.96,5.23,6.98,9.09,11.51,19.83,1944696.0
20060918,4.07,8.95,5.26,7.11,9.09,11.51,19.83,1954297.5
20060915,3.99,8.86,5.08,6.86,9.09,11.51,19.83,1919811.0
20060914,3.9,8.68,5.04,6.72,9.09,11.51,19.83,1880288.0
20060913,3.92,8.73,5.16,6.79,9.09,11.51,19.83,1892580.5
20060912,3.96,8.75,5.26,6.76,9.09,11.51,19.83,1903057.5
20060911,3.96,8.7,5.26,6.75,9.09,11.51,19.83,1898265.0
20060908,3.91,8.78,5.22,6.76,9.09,11.51,19.83,1894883.0
20060907,3.96,8.8,5.24,6.75,9.09,11.51,19.83,1906990.0
20060906,3.95,8.91,5.4,6.86,9.09,11.51,19.83,1920183.5
20060905,3.99,8.93,5.24,6.74,9.09,11.51,19.83,1924580.5
20060904,4.02,8.98,5.31,6.73,9.09,11.51,19.83,1935893.0
20060901,3.97,8.87,5.24,6.73,9.09,11.51,19.83,1914749.5
20060831,4.09,8.91,5.14,6.89,9.09,11.51,19.83,1946683.5
20060830,4.11,8.9,5.16,6.88,9.09,11.51,19.83,1949885.0
20060828,4.07,8.88,5.18,6.98,9.09,11.51,19.83,1943068.0000000002
20060825,3.99,8.72,5.08,6.9,9.09,11.51,19.83,1908432.0
20060824,4.02,8.7,4.99,6.9,9.09,11.51,19.83,1911674.9999999998
20060823,4.0,8.7,4.99,6.9,9.09,11.51,19.83,1907535.0
20060822,4.0,8.76,5.03,6.9,9.09,11.51,19.83,1913446.0
20060821,3.98,8.66,4.97,6.9,9.09,11.51,19.83,1899541.0
20060818,3.94,8.68,5.0,6.9,9.09,11.51,19.83,1893448.0
20060817,3.95,8.71,5.05,6.9,9.09,11.51,19.83,1898863.5
20060816,4.05,8.77,5.12,6.9,9.09,11.51,19.83,1925864.5
20060815,3.98,8.69,5.0,6.9,9.09,11.51,19.83,1902626.5
20060814,3.93,8.57,4.88,6.9,9.09,11.51,19.83,1879934.5
20060811,4.05,8.79,5.25,6.9,9.09,11.51,19.83,1929351.5
20060810,4.04,8.73,5.28,6.9,9.09,11.51,19.83,1922280.5
20060809,3.94,8.62,5.14,6.9,9.09,11.51,19.83,1889877.0
20060808,3.98,8.67,5.21,6.9,9.09,11.51,19.83,1903559.5
20060807,3.88,8.5,5.07,6.75,9.09,11.51,19.83,1861265.0
20060804,3.9,8.69,5.18,6.69,9.09,11.51,19.83,1882106.5
20060803,4.09,8.99,5.21,6.69,9.09,11.51,19.83,1948781.5
20060802,4.06,8.97,5.22,6.72,9.09,11.51,19.83,1941804.5
20060801,4.09,8.95,5.1,6.64,9.09,11.51,19.83,1942257.5
20060731,4.14,8.94,5.2,6.8,9.09,11.51,19.83,1957809.0
20060728,4.26,9.21,5.56,7.07,9.09,11.51,19.83,2019688.5
20060727,4.27,9.41,5.71,7.18,9.09,11.51,19.83,2044978.5
20060726,4.44,9.5,5.86,7.25,9.09,11.51,19.83,2092305.0
20060725,4.46,9.54,5.8,7.23,9.09,11.51,19.83,2098659.0
20060724,4.4,9.09,5.88,7.01,9.09,11.51,19.83,2040246.5
20060721,4.28,9.17,5.97,6.99,9.09,11.51,19.83,2023164.5
20060720,4.31,9.2,5.75,7.05,9.09,11.51,19.83,2031009.9999999998
20060719,4.12,9.16,5.5,7.05,9.09,11.51,19.83,1984836.0
20060717,4.24,9.53,5.43,7.31,9.09,11.51,19.83,2049810.5
20060714,4.09,9.47,5.36,7.36,9.09,11.51,19.83,2013959.5
20060713,4.01,9.41,5.31,7.3,9.09,11.51,19.83,1989558.5
20060712,4.36,9.82,5.89,7.68,9.09,11.51,19.83,2117787.0
20060711,4.45,9.79,5.58,7.77,9.09,11.51,19.83,2132391.5
20060710,4.52,9.85,5.67,7.87,9.09,11.51,19.83,2156442.5
20060707,4.44,9.87,5.66,7.88,9.09,11.51,19.83,2141849.5
20060706,4.39,9.95,5.64,7.78,9.09,11.51,19.83,2135427.5
20060705,4.24,9.78,5.51,8.32,9.09,11.51,19.83,2103613.0
20060704,4.33,9.95,5.74,8.19,9.09,11.51,19.83,2136607.5
20060703,4.39,9.85,5.64,8.29,9.09,11.51,19.83,2141742.5
20060630,4.31,9.73,5.56,8.11,9.09,11.51,19.83,2107960.5
20060629,4.31,9.86,5.61,8.1,9.09,11.51,19.83,2119991.0
20060628,4.16,9.72,5.57,7.9,9.09,11.51,19.83,2069842.0
20060627,4.25,9.76,5.63,7.91,9.09,11.51,19.83,2093146.0
20060626,4.03,10.39,5.5,7.87,9.09,11.51,19.83,2101321.5
20060623,3.99,10.08,5.4,7.73,9.09,11.51,19.83,2059688.0
20060621,3.95,10.12,5.32,7.72,9.09,11.51,19.83,2053662.0
20060620,4.06,10.1,5.15,7.83,9.09,11.51,19.83,2075725.0
20060619,4.01,10.15,5.2,7.68,9.09,11.51,19.83,2066017.5
20060616,3.86,9.82,5.13,7.7,9.09,11.51,19.83,2005007.0
20060615,3.79,9.6,4.92,7.6,9.09,11.51,19.83,1965020.0
20060614,3.72,9.67,4.88,7.48,9.09,11.51,19.83,1952699.5
20060613,3.68,9.74,5.14,7.69,9.09,11.51,19.83,1960389.0
20060612,3.69,9.66,5.21,7.93,9.09,11.51,19.83,1963381.0
20060609,3.68,9.56,5.11,7.97,9.09,11.51,19.83,1952226.0
20060608,3.76,9.75,5.51,8.13,9.09,11.51,19.83,1995857.5
20060607,3.84,9.56,5.72,7.77,9.09,11.51,19.83,1987276.0
20060606,4.13,10.38,6.36,8.24,9.09,11.51,19.83,2143403.0
20060605,4.22,10.65,6.11,8.25,9.09,11.51,19.83,2183342.5
20060602,3.84,10.08,5.93,7.77,9.09,11.51,19.83,2036728.0
20060601,3.94,9.82,6.54,7.36,9.09,11.51,19.83,2029697.0
20060531,3.75,9.82,6.45,7.04,9.09,11.51,19.83,1979597.0
20060530,3.7,9.63,6.61,7.24,9.09,11.51,19.83,1960255.5
20060529,3.62,9.71,6.61,7.2,9.09,11.51,19.83,1949683.5
20060526,3.57,9.47,6.29,7.07,9.09,11.51,19.83,1909709.5
20060525,3.52,9.36,6.22,7.13,9.09,11.51,19.83,1890366.0
20060524,3.46,9.29,5.96,6.95,9.09,11.51,19.83,1862876.5
20060523,3.55,9.56,6.22,7.14,9.09,11.51,19.83,1914846.0
20060522,3.79,10.22,6.87,7.36,9.09,11.51,19.83,2038877.0
20060519,3.67,10.19,6.7,7.36,9.09,11.51,19.83,2009131.5
20060518,3.54,9.69,6.56,7.28,9.09,11.51,19.83,1933076.5
20060517,3.55,9.48,6.96,7.29,9.09,11.51,19.83,1921778.0
20060516,3.49,9.37,6.61,7.19,9.09,11.51,19.83,1891924.5
20060515,3.74,9.63,7.33,7.54,9.09,11.51,19.83,1986895.5
20060512,3.63,9.45,7.51,6.85,9.09,11.51,19.83,1929592.5
20060511,3.56,9.4,7.14,6.63,9.09,11.51,19.83,1899200.0
20060510,3.55,9.79,6.95,6.87,9.09,11.51,19.83,1936901.5
20060509,3.42,9.82,7.13,6.8,9.09,11.51,19.83,1912927.0
20060508,3.35,9.14,7.04,6.56,9.09,11.51,19.83,1828969.0
20060428,3.25,8.8,6.49,6.45,9.09,11.51,19.83,1767270.0
20060427,3.25,8.79,6.23,6.31,9.09,11.51,19.83,1758791.5
20060426,3.28,8.6,6.13,6.41,9.09,11.51,19.83,1749630.0
20060425,3.21,8.54,6.37,6.41,9.09,11.51,19.83,1732869.0
20060424,3.26,9.0,6.3,6.41,9.09,11.51,19.83,1783640.0
20060421,3.31,9.0,5.89,6.41,9.09,11.51,19.83,1788660.0
20060420,3.25,9.0,5.64,6.41,9.09,11.51,19.83,1772990.0
20060419,3.32,9.0,5.21,6.41,9.09,11.51,19.83,1781890.0
20060418,3.36,9.0,5.4,6.41,9.09,11.51,19.83,1792640.0
20060417,3.38,9.0,5.48,6.41,9.09,11.51,19.83,1797820.0
20060414,3.36,9.0,5.41,6.41,9.09,11.51,19.83,1792770.0
20060413,3.32,9.0,5.41,6.41,9.09,11.51,19.83,1784490.0
20060412,3.39,9.0,5.41,6.41,9.09,11.51,19.83,1798980.0
20060411,3.45,9.0,5.41,6.41,9.09,11.51,19.83,1811400.0
20060410,3.51,9.0,5.41,6.41,9.09,11.51,19.83,1823820.0
20060407,3.47,9.0,5.41,8.18,9.09,11.51,19.83,1868640.0
20060406,3.47,9.0,5.41,8.05,9.09,11.51,19.83,1864740.0
20060405,3.55,9.0,5.41,8.0,9.09,11.51,19.83,1879800.0
20060404,3.33,9.0,5.41,8.01,9.09,11.51,19.83,1834560.0
20060403,3.27,9.0,5.41,7.92,9.09,11.51,19.83,1819440.0
20060331,3.26,9.0,5.41,7.92,9.09,11.51,19.83,1817370.0
20060330,3.24,9.0,5.41,7.92,9.09,11.51,19.83,1813230.0
20060329,3.27,9.0,5.41,7.92,9.09,11.51,19.83,1819440.0
20060328,3.21,9.0,5.41,7.92,9.09,11.51,19.83,1807020.0
20060327,3.23,9.0,5.41,7.92,9.09,11.51,19.83,1811160.0
20060324,3.19,9.0,5.83,7.92,9.09,11.51,19.83,1808340.0
20060323,3.25,9.0,5.8,7.92,9.09,11.51,19.83,1820370.0
20060322,3.28,9.0,5.76,7.92,9.09,11.51,19.83,1826060.0
20060321,3.29,9.0,5.64,7.92,9.09,11.51,19.83,1826570.0
20060320,3.23,9.0,5.64,7.92,9.09,11.51,19.83,1814150.0
20060317,3.14,9.0,5.64,7.92,9.09,11.51,19.83,1795520.0
20060316,3.07,9.0,5.64,7.92,9.09,11.51,19.83,1781030.0
20060315,3.09,9.0,5.64,7.92,9.09,11.51,19.83,1785170.0
20060314,3.07,9.0,5.64,7.92,9.09,11.51,19.83,1781030.0
20060313,3.07,9.0,5.64,7.92,9.09,11.51,19.83,1781030.0
20060310,3.05,9.0,5.13,7.92,9.09,11.51,19.83,1770260.0
20060309,3.04,9.0,5.2,7.92,9.09,11.51,19.83,1769100.0
20060308,3.07,11.62,5.43,7.92,9.09,11.51,19.83,2013707.0
20060307,3.06,11.79,5.42,7.92,9.09,11.51,19.83,2026781.5
20060306,3.14,12.02,5.91,7.92,9.09,11.51,19.83,2070377.0
20060303,3.13,12.0,5.85,7.92,9.09,11.51,19.83,2065730.0
20060302,3.12,12.1,5.8,7.92,9.09,11.51,19.83,2071995.0
20060301,3.21,12.1,5.73,7.92,9.09,11.51,19.83,2089715.0
20060228,3.17,12.1,5.67,7.92,9.09,11.51,19.83,2080655.0
20060227,3.2,12.1,5.6,7.92,9.09,11.51,19.83,2085955.0
20060224,3.18,12.1,5.6,7.92,9.09,11.51,19.83,2081815.0
20060223,3.17,12.1,5.09,7.92,9.09,11.51,19.83,2073115.0
20060222,3.18,12.1,5.13,7.92,9.09,11.51,19.83,2075705.0
20060221,3.24,12.1,5.02,7.92,9.09,11.51,19.83,2086695.0
20060220,3.14,12.1,5.04,7.92,9.09,11.51,19.83,2066255.0
20060217,3.13,12.1,4.96,7.92,9.09,11.51,19.83,2063145.0
20060216,3.19,12.1,5.21,7.92,9.09,11.51,19.83,2078815.0
20060215,3.26,12.1,5.7,7.92,9.09,11.51,19.83,2099675.0
20060214,3.28,12.1,5.51,7.92,9.09,11.51,19.83,2101345.0
20060213,3.16,12.1,5.35,7.64,9.09,11.51,19.83,2066025.0
20060210,3.17,12.1,5.51,7.76,9.09,11.51,19.83,2073775.0
20060209,3.15,12.1,5.4,7.48,9.09,11.51,19.83,2059805.0
20060208,3.18,12.1,5.64,7.62,9.09,11.51,19.83,2073335.0
20060207,3.17,12.1,5.6,7.2,9.09,11.51,19.83,2058145.0
20060206,3.15,12.1,5.2,7.1,9.09,11.51,19.83,2045805.0
20060125,3.02,12.1,4.95,6.94,9.09,11.51,19.83,2010845.0
20060124,3.07,12.1,4.65,6.9,9.09,11.51,19.83,2016095.0
20060123,3.09,12.1,4.59,7.22,9.09,11.51,19.83,2029055.0
20060120,3.07,11.26,4.38,7.37,9.09,11.51,19.83,1951211.0
20060119,3.13,11.31,4.35,7.37,9.09,11.51,19.83,1967733.5
20060118,3.15,11.43,4.34,7.36,9.09,11.51,19.83,1982225.5
20060117,3.12,10.95,4.2,7.2,9.09,11.51,19.83,1926267.5
20060116,3.18,10.84,4.14,7.15,9.09,11.51,19.83,1926524.0
20060113,3.2,11.0,4.23,7.27,9.09,11.51,19.83,1949810.0
20060112,3.2,10.8,4.14,7.29,9.09,11.51,19.83,1931270.0
20060111,3.2,10.3,4.04,7.29,9.09,11.51,19.83,1885045.0
20051123,3.63,9.05,3.77,7.29,9.09,11.51,19.83,1858232.5
20051122,3.66,9.05,3.75,5.94,9.09,11.51,19.83,1823682.5
20051121,3.7,9.44,3.89,6.0,9.09,11.51,19.83,1870624.0
20051118,3.66,9.38,3.91,5.99,9.09,11.51,19.83,1856913.0
20051117,3.62,8.99,3.78,5.83,9.09,11.51,19.83,1807101.5
20051116,3.6,8.96,3.78,5.77,9.09,11.51,19.83,1798466.0
20051115,3.62,8.92,3.74,5.66,9.09,11.51,19.83,1795192.0
20051114,3.62,8.75,3.82,5.82,9.09,11.51,19.83,1785757.5
20051111,3.73,9.05,3.75,5.79,9.09,11.51,19.83,1833672.5
20051110,3.63,9.19,3.74,5.91,9.09,11.51,19.83,1829021.5
20051028,3.63,10.13,3.91,6.03,9.09,11.51,19.83,1919290.5
20051027,3.75,10.22,4.13,6.02,9.09,11.51,19.83,1954777.0
20051026,3.73,10.06,4.21,6.0,9.09,11.51,19.83,1936701.0
20051025,3.86,10.28,4.45,6.12,9.09,11.51,19.83,1990098.0
20051024,3.97,10.18,4.39,6.23,9.09,11.51,19.83,2006403.0
20051021,3.92,10.31,4.48,6.25,9.09,11.51,19.83,2009503.5
20051020,3.91,10.56,4.47,6.28,9.09,11.51,19.83,2030666.0
20051019,3.83,10.62,4.29,6.22,9.09,11.51,19.83,2015357.0
20051018,3.88,10.28,4.31,6.23,9.09,11.51,19.83,1995718.0
20051017,3.87,10.3,4.26,6.16,9.09,11.51,19.83,1992695.0
20051014,3.86,10.69,4.38,6.35,9.09,11.51,19.83,2032926.5
20051013,3.74,10.73,4.3,6.45,9.09,11.51,19.83,2013640.5
20051012,3.76,10.89,4.42,6.54,9.09,11.51,19.83,2036416.5
20051011,3.63,11.14,4.48,6.87,9.09,11.51,19.83,2042649.0
20051010,3.58,11.26,4.41,6.8,9.09,11.51,19.83,2040071.0
20050930,3.64,11.36,4.42,6.77,9.09,11.51,19.83,2060706.0
20050929,3.66,11.35,4.34,6.73,9.09,11.51,19.83,2061707.5
20050928,3.54,11.26,4.18,6.75,9.09,11.51,19.83,2027301.0
20050927,3.55,11.24,4.2,6.78,9.09,11.51,19.83,2028734.0
20050926,3.64,11.4,4.17,6.96,9.09,11.51,19.83,2066750.0
20050923,3.64,11.3,4.21,6.89,9.09,11.51,19.83,2056185.0
20050922,3.74,11.3,4.16,6.98,9.09,11.51,19.83,2078935.0
20050921,3.84,11.49,4.27,7.23,9.09,11.51,19.83,2125636.5
20050920,3.95,11.84,4.4,7.2,9.09,11.51,19.83,2180644.0
20050919,3.9,11.97,4.54,7.38,9.09,11.51,19.83,2189194.5
20050916,3.77,11.86,4.39,7.4,9.09,11.51,19.83,2151051.0
20050915,3.8,11.99,4.4,7.42,9.09,11.51,19.83,2169671.5
20050914,3.8,12.0,4.44,7.51,9.09,11.51,19.83,2173790.0
20050913,3.78,11.69,4.4,7.49,9.09,11.51,19.83,2140676.5
20050909,3.69,11.61,4.08,7.51,9.09,11.51,19.83,2111298.5
20050908,3.75,11.55,4.06,7.49,9.09,11.51,19.83,2117467.5
20050907,3.75,11.52,4.06,7.49,9.09,11.51,19.83,2114772.0
20050906,3.64,11.37,3.98,7.33,9.09,11.51,19.83,2072684.5
20050905,3.72,11.59,4.12,7.52,9.09,11.51,19.83,2116531.5
20050902,3.62,11.61,4.06,7.51,9.09,11.51,19.83,2096548.5
20050901,3.6,11.51,3.97,7.33,9.09,11.51,19.83,2076853.5
20050831,3.47,11.26,3.87,7.14,9.09,11.51,19.83,2020481.0
20050830,3.38,11.41,3.82,7.11,9.09,11.51,19.83,2013778.5
20050829,3.39,11.48,3.86,7.2,9.09,11.51,19.83,2025358.0
20050826,3.46,11.43,3.94,7.15,9.09,11.51,19.83,2034895.5
20050825,3.52,11.51,3.98,7.23,9.09,11.51,19.83,2057423.5
20050824,3.45,11.51,3.92,7.12,9.09,11.51,19.83,2038853.5
20050823,3.37,11.49,3.82,7.19,9.09,11.51,19.83,2021296.5
20050822,3.38,11.62,3.85,7.23,9.09,11.51,19.83,2036637.0
20050819,3.33,11.52,3.8,7.17,9.09,11.51,19.83,2014852.0
20050818,3.37,11.65,3.88,7.28,9.09,11.51,19.83,2039152.5
20050817,3.6,12.01,3.99,7.5,9.09,11.51,19.83,2127138.5
20050816,3.53,12.03,4.0,7.5,9.09,11.51,19.83,2114575.5
20050815,3.42,12.17,4.09,7.57,9.09,11.51,19.83,2107654.5
20050812,3.36,11.7,4.04,7.28,9.09,11.51,19.83,2043655.0
20050811,3.33,11.95,4.13,7.49,9.09,11.51,19.83,2067377.5
20050810,3.28,11.74,4.06,7.28,9.09,11.51,19.83,2030949.0
20050809,3.24,11.39,3.97,7.21,9.09,11.51,19.83,1987951.5
20050808,3.13,11.22,3.91,7.36,9.09,11.51,19.83,1953627.0
20050805,3.1,11.1,3.86,7.31,9.09,11.51,19.83,1934485.0
20050804,3.0,11.06,3.78,7.02,9.09,11.51,19.83,1900451.0
20050803,3.04,11.19,3.86,7.0,9.09,11.51,19.83,1920851.5
20050802,3.0,11.0,3.81,7.07,9.09,11.51,19.83,1896950.0
20050801,2.95,10.99,3.68,6.89,9.09,11.51,19.83,1878611.5
20050729,2.91,11.05,3.74,7.26,9.09,11.51,19.83,1887602.5
20050728,2.94,11.07,3.79,7.27,9.09,11.51,19.83,1896559.5
20050727,2.98,11.0,3.64,7.25,9.09,11.51,19.83,1896000.0
20050726,2.96,10.7,3.56,7.23,9.09,11.51,19.83,1863265.0
20050725,2.85,10.63,3.52,7.06,9.09,11.51,19.83,1828585.5
20050722,2.87,10.58,3.54,7.0,9.09,11.51,19.83,1826693.0
20050721,2.8,10.65,3.48,6.91,9.09,11.51,19.83,1815012.5
20050720,2.8,10.61,3.48,6.79,9.09,11.51,19.83,1807818.5
20050719,2.81,10.38,3.46,6.76,9.09,11.51,19.83,1788063.0
20050718,2.78,10.4,3.43,6.78,9.09,11.51,19.83,1783860.0
20050715,2.89,10.38,3.47,6.65,9.09,11.51,19.83,1801453.0
20050714,2.95,10.39,3.51,6.75,9.09,11.51,19.83,1818291.5
